variant,model,seed,d_common_acc,d_common_auc,d_common_ece,d_sex_dp_diff,d_sex_tpr_gap,d_race_dp_diff,d_race_tpr_gap,d_own_acc,d_own_auc,d_own_ece,d_common_posrate_pred,churn_vs_base,abs_d_common_acc
V4_dedup,rf,4,-0.00024999999999997247,5.8982498284065876e-05,0.0037671499268339785,-0.0063833539058367195,-0.0239728593714873,-0.0020337013364323253,-0.005482456140350811,0.00019438233677915306,0.0023443511828054042,0.0003568509857963392,-0.0012500000000000011,0.00775,0.00024999999999997247
V4_dedup,hgb,0,-0.005750000000000033,-0.0004979999571036453,-0.001256503099136417,-0.006397460765297153,-0.013563501849568338,-0.006247930373063926,-0.03538011695906429,-0.0020230894509660757,0.0011824911985637288,-0.0006769191129563212,0.0002500000000000002,0.02025,0.005750000000000033
V4_dedup,hgb,1,-0.0012499999999999734,0.002249042874914231,0.00032202861177085297,-0.010121671662846082,-0.02584627122916261,-0.005883988428832948,-0.00877192982456143,0.0008822800359969962,0.0009618525858460236,-0.005582642096485962,-0.0037500000000000033,0.02025,0.0012499999999999734
V4_dedup,hgb,2,-0.000500000000000056,-0.0005978680507894296,-0.0030404480797763603,0.005290072297654713,0.019633356268435986,-0.005302930904137998,-0.028801169590643383,-0.0017993152007709234,-0.0007769291828952918,0.0006977697313792185,-0.0025000000000000022,0.018,0.000500000000000056
V4_dedup,hgb,3,0.0007500000000000284,0.00012081358313309476,-0.0006032364741429038,-0.004521248457062255,-0.00981667813421816,-0.008936102416074676,-0.045540935672514604,-0.0021317847785228272,-0.002655459628505219,-0.0030652735059105846,0.0007500000000000007,0.02075,0.0007500000000000284
V4_dedup,hgb,4,0.0030000000000000027,-5.4625836479083034e-05,0.0017159152437006883,-0.0003667783459706808,-0.015341540012671073,-0.0005810575246949501,-0.042251461988304206,0.004555236389627737,0.0019230139817553171,-0.0010719145149954718,-0.0010000000000000009,0.02,0.0030000000000000027
V5_uniform,logreg,0,0.0,0.00029256659660259476,-0.002698072554036788,-0.0007335566919414727,0.0018257250103888012,0.000654470706578425,-0.004385964912280604,-0.0030103690489464707,0.0012370351371411292,0.003992115387697554,-0.0020000000000000018,0.0055,0.0
V5_uniform,logreg,1,-0.0012499999999999734,0.0004088559540150749,0.00013713484802384095,0.002630929289366979,0.004291816255765024,-0.0026881720430107503,-0.025511695906432763,-0.003902330248634178,-0.0018006800833597625,0.0035597629002453845,0.0002500000000000002,0.00725,0.0012499999999999734
V5_uniform,logreg,2,0.003750000000000031,0.00017661236702115612,0.002990884619015836,0.001502380532533959,0.0031064574803632006,0.0026881720430107503,0.007675438596491224,-0.0011149514996097176,-0.0019879843466320546,0.0012314728383283902,0.0002500000000000002,0.00675,0.003750000000000031
V5_uniform,logreg,3,-0.0010000000000000009,0.0002613997083048547,0.0026902731043558035,-0.004880973373302788,-0.018447997493034274,0.008355044891379754,0.021125730994152048,-0.0008919611996878185,-0.0003661851970655494,-0.0026281423224225227,-0.0010000000000000009,0.0065,0.0010000000000000009
V5_uniform,logreg,4,-0.0024999999999999467,-0.00011327320693199638,-0.00031203033377770126,0.0018903191676953035,0.01164240314460685,-0.009807688703117073,-0.030994152046783685,0.003567844798751274,0.004725326171635569,-0.001046698989021629,-0.0010000000000000009,0.006,0.0024999999999999467
V5_uniform,rf,0,0.0017500000000000293,0.0004894541974089783,-0.0005710502819295735,-0.0022500440839358093,-0.004291816255764913,-0.0035597583300531754,-0.021125730994152048,0.0006689708997659194,0.0021646316912290464,0.004065676673057891,-0.0007500000000000007,0.00975,0.0017500000000000293
V5_uniform,rf,1,-0.0004999999999999449,0.0006481372254631967,0.0033155407432085005,0.0026238758596367484,-0.0055248618784530246,-0.004795286561326564,-0.023318713450292405,-0.005463262348087916,-0.0026033869140222876,-0.004594781617292092,0.0010000000000000009,0.012,0.0004999999999999449
V5_uniform,rf,2,0.0012499999999999734,-1.3740241077697668e-05,0.0015532769263008374,0.0029977076353376875,-0.0005926793877009118,0.0,0.0010964912280702066,-0.001783922399375637,-0.0019854087223296624,-0.00048248353706607794,0.0012500000000000011,0.00825,0.0012499999999999734
V5_uniform,rf,3,-0.0020000000000000018,-4.0047775823670584e-05,0.0035355032837946707,-0.005967201551754536,-0.004979869338038401,0.0028349984067777556,0.032383040935672625,-0.0013379417995317278,-0.0010240476067414628,0.005189069702002776,-0.005500000000000005,0.01,0.0020000000000000018
V5_uniform,rf,4,0.000500000000000056,-0.0009080288585276985,0.0022692397209217244,-0.0007335566919414449,0.009816678134218049,-0.0023242300987798004,-0.003289473684210509,0.00345634964879038,0.004474819841849387,-0.0002643696692036096,-0.0020000000000000018,0.01,0.000500000000000056
V5_uniform,hgb,0,-0.0025000000000000577,0.0005975329229581661,0.0031951818510754775,-0.009000176335743265,-0.0270793168518505,-0.006174517191180395,-0.03538011695906429,-0.003344854498829264,0.0018994579560788205,0.0015348629906624571,-0.0030000000000000027,0.0205,0.0025000000000000577
