case,variant,model,seed,n_train,n_owntest,pos_rate_train,fit_seconds,own_acc,own_auc,own_ece,common_acc,common_auc,common_ece,common_posrate_pred,sex_dp_diff,sex_tpr_gap,race_dp_diff,race_tpr_gap
adult,V3_drop,rf,3,32977,8245,0.24783940322042636,32.16,0.8546998180715585,0.9121207802008512,0.018114803529062192,0.86025,0.9148329588838368,0.03041295028832148,0.18875,0.15245988361840945,0.056638349762587636,0.1227983855347916,0.09086257309941526
adult,V3_drop,rf,4,32977,8245,0.24783940322042636,21.29,0.8633110976349303,0.919944942207549,0.027830802780300985,0.86025,0.9155186304263898,0.033225680015281756,0.18825,0.15171222006700757,0.0486473966387585,0.12250785677244412,0.09086257309941526
adult,V3_impute,hgb,0,35873,8969,0.23850807013631423,62.16,0.8735644999442524,0.927876184941582,0.004715264519207998,0.8705,0.9250920596152195,0.01345794163485951,0.2035,0.1654875683301005,0.07098527838900204,0.13725141047028172,0.07463450292397666
adult,V3_impute,hgb,1,35873,8969,0.23850807013631423,63.82,0.8776898204928085,0.9271280349529104,0.012661686821242316,0.86925,0.9236384426475635,0.013292092206495146,0.20825,0.16017633574325518,0.05258496774325405,0.14008328491187294,0.06118421052631584
adult,V3_impute,hgb,2,35873,8969,0.23850807013631423,36.09,0.8741219756940574,0.9292340463688714,0.009512467232070363,0.8685,0.9253506107369595,0.016363403739444667,0.203,0.1579686122377006,0.07157795777670295,0.1330371814336501,0.05241228070175441
adult,V3_impute,hgb,3,35873,8969,0.23850807013631423,40.36,0.8764633738432378,0.9312339272672264,0.014204816200456457,0.87075,0.9257241107047871,0.012274608836777896,0.20425,0.16999470992770238,0.1072409071400835,0.13899458304436657,0.08011695906432759
adult,V3_impute,hgb,4,35873,8969,0.23850807013631423,92.15,0.8691046939458134,0.9272397440820515,0.008907414603136987,0.8705,0.925188073738847,0.015790499861009964,0.2075,0.16018338917298539,0.05381801336594205,0.1296945386840609,0.03676900584795317
adult,V3_impute,logreg,0,35873,8969,0.23850807013631423,0.65,0.8500390233024864,0.9042604848805939,0.010148789974084771,0.8515,0.9045193998798902,0.01762540100866051,0.2005,0.15987303826485627,0.06403662349871586,0.13645323736512283,0.07302631578947372
adult,V3_impute,logreg,1,35873,8969,0.23850807013631423,0.64,0.8544988293009254,0.9049825557159549,0.004692745056744901,0.85075,0.904650769989705,0.017205103082714265,0.20125,0.15986598483512607,0.06403662349871586,0.13434612284680697,0.07302631578947372
adult,V3_impute,logreg,2,35873,8969,0.23850807013631423,0.61,0.846917159103579,0.9046808999977413,0.010242862690786335,0.8515,0.9045726852050446,0.019149485296100402,0.2005,0.15874448950802325,0.057278715997574725,0.13645323736512283,0.07302631578947372
adult,V3_impute,logreg,3,35873,8969,0.23850807013631423,0.7,0.8527149069015498,0.9081468263176302,0.015765441552695887,0.8505,0.9043689274836993,0.013835675051075705,0.1995,0.16063480867571855,0.06586234850910477,0.1355816510780804,0.06973684210526321
adult,V3_impute,logreg,4,35873,8969,0.23850807013631423,1.0,0.8480321106031887,0.9030761080046573,0.009031713508999218,0.8515,0.9045740257163692,0.01597139855332595,0.1995,0.15950625991888553,0.06157053225333975,0.13529112231573293,0.0708333333333333
adult,V3_impute,rf,0,35873,8969,0.23850807013631423,37.78,0.861300033448545,0.9149739858734496,0.022640456432676738,0.85775,0.9146027260638298,0.03126663170320097,0.18425,0.15137365543995768,0.0664073410495194,0.11785939657488458,0.07660818713450301
adult,V3_impute,rf,1,35873,8969,0.23850807013631423,21.26,0.8677667521462816,0.9174564337818809,0.026572843280131115,0.861,0.9144338216369252,0.0276343196179636,0.185,0.15136660201022745,0.06951379852988271,0.1217096836672852,0.10760233918128653
adult,V3_impute,rf,2,35873,8969,0.23850807013631423,24.94,0.8641989073475304,0.9173033128738611,0.02493678372934591,0.86025,0.9143647853037061,0.030191165290207708,0.18475,0.15324986774819255,0.0670477072845066,0.11662386834361117,0.062061403508771984
adult,V3_impute,rf,3,35873,8969,0.23850807013631423,38.93,0.8665403054967109,0.9202921823459874,0.024211394040021792,0.8605,0.9148156998005319,0.03154443152810536,0.188,0.15585258331863866,0.06216321164104066,0.11328122559402198,0.0675438596491228
adult,V3_impute,rf,4,35873,8969,0.23850807013631423,22.12,0.861188538298584,0.9151290233596657,0.024416565385900275,0.862,0.9143775201612903,0.028596452859724987,0.189,0.1550908129077764,0.06832843975448077,0.1239605005841815,0.09744152046783627
adult,V4_dedup,hgb,0,35840,8960,0.2386439732142857,25.23,0.8727678571428571,0.928927527432159,0.0050379923053045965,0.866,0.9245930542746225,0.013222652707260184,0.207,0.1583071768647505,0.041487557139061715,0.1350708827700824,0.05021929824561411
adult,V4_dedup,hgb,1,35840,8960,0.2386439732142857,63.72,0.8792410714285714,0.9281173356764927,0.00875324963809583,0.869,0.9256409990026596,0.01302070454561514,0.2065,0.15417386704284958,0.027379062749078642,0.1296945386840609,0.033479532163742665
